orig_order,id,establishment_id,phone,latitude,longitude,formatted_address,address_fs,name,name_fs_search,fs_id,checkinsCount,createdat,days,avg_checkins,avg_checkins_round,avg_visitsCount,avg_visitsCount_round,rating,priceTier,brand_name,yelp_id,exit_mapping/exit_id,exit_latitude,exit_longitude,destination_latitude,destination_longitude,exit_mapping/distance,exit_mapping/cardinal_direction_short,exit_mapping/cardinal_direction_long,exit_mapping/turn_direction_short,exit_mapping/turn_direction_long,amenities/0/id,amenities/0/name,amenities/0/priority,amenities/0/image_prefix,top_priority_amenity/id,top_priority_amenity/name,top_priority_amenity/priority,top_priority_amenity/image_prefix,logo/id,ll,phone_str,visitsCount
12419,105856,170,-,39.7701,-76.6713,"450 Shrewsbury Commons, Shrewsbury, PA 17361",450 Shrewsbury Commons Ave,Taco Bell,Taco Bell,4c9f5c5fd3c2b60c7ca4d3bc,367,1285512287,2824.18919,12.99488013,,18.83726494,,6,1,Taco Bell,taco-bell-shrewsbury-3,27789,,,,,0.16,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,781,"39.7701,-76.6713",,532
12421,1172378,130,1-717-235-4200,39.771549,-76.67125,"14665 Mount Airy Rd, Shrewsbury, PA 17361",14665 Mount Airy Rd,Chick-Fil-A,Chick-fil-A,4bf6dfd54a67c9284e9522cf,2764,1274470357,2951.989306,93.63177552,,163.9233581,,8.2,2,Chick-Fil-A,chick-fil-a-shrewsbury,27789,,,,,0.17,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,796,"39.771549,-76.67125",7172354200,4839
12423,122845,151,1-717-227-1307,39.770443,-76.672104,"450 Shrewsbury Commons, Shrewsbury, PA 17361",450 Shrewsbury Commons Ave,KFC,KFC,4e4e2512bd4101d0d7a349ed,235,1313744146,2497.431563,9.409667257,,10.69098365,,6.2,1,KFC,kfc-shrewsbury-5,27789,,,,,0.19,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,786,"39.770443,-76.672104",7172271307,267
12426,215701,173,1-717-227-2563,39.770186,-76.675159,"75 E Forrest Ave, Shrewsbury, PA 17361",75 E Forrest Ave,Wendys,Wendy's,4bd32cbab221c9b60409d9d0,442,1272130746,2979.068137,14.83685434,,29.64014113,,5.7,1,Wendys,wendys-shrewsbury,27789,,,,,0.34,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"39.770185999999995,-76.675159",7172272563,883
12443,222302,283,1-717-227-0065,39.752777,-76.679002,"18 Constitution Avenue, Shrewsbury, PA 17361",Constitution Ave (Susquehana Trail),Subway,SUBWAY,4c082fa0bbc676b0602846d5,204,1275604896,2938.858067,6.941471665,,8.881000512,,7.1,1,Subway,subway-shrewsbury-5,27789,,,,,0.89,SW,Southwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.752777,-76.679002",7172270065,261
12454,222429,283,1-717-993-8719,39.754148,-76.596784,"300 Bailey Dr, Stewartstown, PA 17363","Stewartstown, PA",Subway,SUBWAY,4d59a4771d4a8cfaa7c98eed,60,1297720439,2682.891134,2.23639339,,2.832764961,,6.6,1,Subway,subway-stewartstown,27789,,,,,2.41,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.754148,-76.596784",7179938719,76
12478,814428,121,1-717-741-2474,39.909738,-76.702416,"2600 Keyway Dr, York, PA 17402",2600 Keyway Dr,Arbys,Arby's,523742a9fcf6edc817bfa075,425,1379353257,1738.066852,24.45245415,,51.95427316,,6.4,1,Arbys,a,27792,,,,,0.03,S,South,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"39.909738,-76.702416",7177412474,903
12480,200931,153,1-717-747-9191,39.910675,-76.704407,"Leader Heights Us I83, York, PA 17403",133 Leaders Heights Rd,McDonalds,McDonald's,4b788338f964a52048d32ee3,2360,1266189112,3047.837049,77.43196117,,130.2891177,,5.6,2,McDonalds,mcdonalds-york-5,27792,,,,,0.07,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.910675,-76.70440699999999",7177479191,3971
12482,222881,283,1-717-741-9271,39.91007,-76.699355,"180 Leaders Heights Rd, York, PA 17402",180 Leaders Heights Rd,Subway,Subway,4c2a279a9fb5d13a73409c57,401,1277831066,2913.092211,13.76544136,,20.04742582,,6.9,1,Subway,subway-york-4,27792,,,,,0.1,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.910070000000005,-76.69935500000001",7177419271,584
12489,122617,151,1-717-741-9528,39.909842,-76.682046,"2650 South Queen Street, York, PA 17402",2650 S Queen St,KFC,KFC,4c4e0b479efabe9af2407069,321,1280183111,2885.869468,11.12316422,,14.86553723,,5.9,1,KFC,kfc-york-11,27792,,,,,0.67,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,786,"39.909842,-76.682046",7177419528,429
12508,305760,283,1-717-793-3722,39.908717,-76.791553,"330 North Main Street, York-New Salem, PA 17371",320 N Main St,Subway,Subway,4d98995a0caaa1436745b0b3,125,1301846362,2635.137396,4.743585674,,8.083069989,,7.2,1,Subway,a,27792,,,,,2.94,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.908716999999996,-76.79155300000001",7177933722,213
12531,214196,173,1-717-244-2258,39.917434,-76.630212,"3197 Cape Horn Rd, Red Lion, PA 17356",3197 Cape Horn Rd (at Windsor Way),Wendys,Wendy's,4b75e300f964a5202c2c2ee3,1155,1266017024,3049.828808,37.8709781,,50.10117276,,5.5,1,Wendys,wendys-red-lion,27794,,,,,2.01,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"39.917434,-76.630212",7172442258,1528
12532,222946,283,1-717-246-5521,39.920101,-76.629317,"3131 A Cape Horn Road, Red Lion, PA 17356",3125 Cape Horn Rd,Subway,Subway,4c12b065a9c220a10975549d,611,1276293221,2930.891343,20.84690043,,31.76508069,,6.9,1,Subway,subway-red-lion-2,27794,,,,,2.01,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.920101,-76.629317",7172465521,931
12533,200845,153,1-717-246-7801,39.915642,-76.630882,"655 Lombard St, Red Lion, PA 17356",655 Lombard Rd (at Cape Horn Rd),McDonalds,McDonald's,4d5c08d1ddac721e738369fe,1212,1297877201,2681.076759,45.20571803,,68.44265065,,5.8,1,McDonalds,mcdonalds-red-lion-2,27794,,,,,2.02,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.915642,-76.630882",7172467801,1835
12545,411365,158,1-717-246-7272,39.897,-76.623,"857 East Main Street Unit B, Dallastown, PA 17313",857 E Main St,Papa Johns Pizza,Papa John's Pizza,50eaf1ca3d7c448a90d90ed1,39,1357574602,1990.134618,1.959666429,,1.959666429,,6.4,1,Papa Johns Pizza,papa-johns-dallastown,27794,,,,,2.62,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,791,"39.897,-76.623",7172467272,39
12547,200819,153,1-717-246-1802,39.896955,-76.622362,"897 W Broadway St, Red Lion, PA 17356",897 W Broadway,McDonalds,McDonald's,4c49a12420ab1b8d15a50717,626,1279893796,2889.218021,21.66676227,,38.2802541,,6.7,1,McDonalds,mcdonalds-red-lion-3,27794,,,,,2.64,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.896955,-76.622362",7172461802,1106
12560,223009,283,1-717-845-2076,39.934176,-76.69313,"2128 S Queen Street, York, PA 17403",2128 S Queen St,Subway,Subway,4b549744f964a5208bc127e3,382,1263834948,3075.084317,12.4224236,,14.92641998,,6.6,1,Subway,subway-york,27795,,,,,0.15,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.934176,-76.69313000000001",7178452076,459
12565,200872,153,1-717-845-9360,39.93754,-76.692707,"2061 South Queen Street, York, PA 17403-4806",2061 S Queen St,McDonalds,McDonald's,4ba57e00f964a520690c39e3,1757,1269136896,3013.719178,58.30005704,,91.71392013,,5.5,1,McDonalds,mcdonalds-york-16,27795,,,,,0.25,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.937540000000006,-76.692707",7178459360,2764
12566,214178,173,1-717-843-0453,39.938158,-76.691363,"2060 Springwood Rd, York, PA 17403",2060 Springwood Rd,Wendys,Wendy's,4b79930df964a520ab022fe3,734,1266258701,3047.03162,24.08901815,,42.27064765,,6.7,1,Wendys,wendys-york-10,27795,,,,,0.26,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"39.938158,-76.691363",7178430453,1288
12568,438463,241,1-717-650-1555,39.937383,-76.693739,"2058 S Queen St, York, PA 17403",2058 S Queen St Ste A,Jimmy Johns,Jimmy John's,4e2eef9bae60231c0327ccdb,741,1311698843,2521.104051,29.39188487,,44.10765988,,6.9,1,Jimmy Johns,jimmy-johns-york-2,27795,,,,,0.27,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,798,"39.937383000000004,-76.69373900000001",7176501555,1112
12569,470694,1007,1-717-771-4400,39.93817,-76.69355,"2058 S Queen St, York, PA 17403",2058 S Queen St Ste D,Little Caesars,Little Caesars Pizza,4d55788ecff7721e6d36aaf5,398,1297447054,2686.055313,14.81726747,,17.53500748,,6.9,1,Little Caesars,little-caesars-pizza-york-4,27795,,,,,0.29,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,788,"39.93817,-76.69355",7177714400,471
12570,105864,170,-,39.93852,-76.69397,"2054 S Queen St, York, PA 17403",2054 S Queen St,Taco Bell,Taco Bell,4b5bb60af964a5207d1129e3,1074,1264301578,3069.683507,34.98732027,,55.47803206,,6,1,Taco Bell,taco-bell-york-3,27795,,,,,0.31,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,781,"39.938520000000004,-76.69397",,1703
12588,79169,141,1-717-755-4897,39.9577,-76.6823,"1125 Haines Rd, York, PA 17402",1125 Haines Rd,Five Guys Burgers,Five Guys,4b4cf862f964a520fec526e3,885,1263335522,3080.864711,28.72570149,,33.78921497,,7.9,2,Five Guys Burgers,five-guys-york-4,27796,,,,,0.05,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,818,"39.9577,-76.6823",7177554897,1041
12589,190915,127,1-717-757-6911,39.957942,-76.681588,"2400 Mt. Rose Avenue, York, PA 17402-9201",2400 Mount Rose Ave,Burger King,Burger King,4b4bf531f964a52027ac26e3,1118,1263269169,3081.632685,36.27946982,,53.89999944,,5.5,1,Burger King,burger-king-york-7,27796,,,,,0.06,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"39.957941999999996,-76.681588",7177576911,1661
12592,222753,283,1-717-755-0200,39.95591,-76.682809,"1292 Greensprings Drive, York, PA 17402",1292 Greensprings Dr (Haines Rd),Subway,Subway,4dbb2a5bf7b1ab37dd3dd9ee,268,1304111707,2608.918125,10.27245729,,10.34911741,,6.6,1,Subway,jarrettsville-furniture-york,27796,,,,,0.1,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.955909999999996,-76.68280899999999",7177550200,270
12607,411385,158,1-717-848-4700,39.952,-76.7157,"901-913 S Queen St, York, PA 17403-3917",901-913 S Queen St,Papa Johns Pizza,Papa John's Pizza,4bc878378b7c9c748d2438cf,217,1271429175,2987.188171,7.264356564,,8.436026978,,6.5,1,Papa Johns Pizza,papa-johns-pizza-york-4,27796,,,,,1.09,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,791,"39.952,-76.7157",7178484700,252
12618,122560,151,1-717-755-5810,39.977039,-76.681543,"190 Memory Lane, York, PA 17402",190 Memory Ln,KFC,KFC,4b774982f964a520068f2ee3,599,1266108802,3048.766563,19.64728974,,24.27211086,,5.9,1,KFC,kfc-york-9,27797,,,,,0.4,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,786,"39.977039000000005,-76.681543",7177555810,740
12621,201099,153,1-717-757-2912,39.978114,-76.681988,"380 Memory Ln, York, PA 17402",380 Memory Ln (at Industrial Hwy),McDonalds,McDonald's,4b4afd07f964a520989026e3,1941,1263205639,3082.367986,62.97106668,,104.302926,,5.2,2,McDonalds,mcdonalds-york-2,27797,,,,,0.41,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.978114,-76.681988",7177572912,3215
12624,105865,170,-,39.97431,-76.67957,"2411 E Market St, York, PA 17402",2411 E Market St (at Memory Ln),Taco Bell,Taco Bell,4b46e1f9f964a5203f2926e3,896,1262936569,3085.482222,29.03922095,,41.54942105,,5.9,1,Taco Bell,taco-bell-york-2,27797,,,,,0.43,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,781,"39.974309999999996,-76.67957",,1282
12638,222623,283,1-717-600-8931,39.971987,-76.675703,"2516 Eastern Blvd, York, PA 17402",2576 Eastern Blvd,Subway,Subway,4bb0c7ddf964a5204c5c3ce3,493,1269876701,3005.15662,16.40513498,,18.80101676,,6.7,1,Subway,subway-york-2,27797,,,,,0.56,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.971987,-76.675703",7176008931,565
12646,471104,1007,1-717-751-7740,39.97336,-76.67255,"2701 Eastern Blvd., York, PA 17402",2710 Eastern Blvd,Little Caesars,Little Ceasars,4eb3074c4690030a9646d428,374,1320355660,2420.90941,15.44873999,,17.88584068,,7.2,1,Little Caesars,little-caesars-york-2,27797,,,,,0.66,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,788,"39.97336,-76.67255",7177517740,433
12651,214142,173,1-717-755-6018,39.975049,-76.672349,"2802 E Market St, York, PA 17402",2802 E Market St,Wendys,Wendy's,4bfebe5cc30a2d7f76ee0f1d,917,1274986076,2946.020336,31.12673694,,41.75123929,,6.5,1,Wendys,wendys-york-8,27797,,,,,0.68,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"39.975049,-76.672349",7177556018,1230
12652,814431,121,1-717-755-1701,39.975045,-76.671766,"2810 E Market St, York, PA 17402",2810 E Market St,Arbys,Arby's,4b799c23f964a52052052fe3,852,1266261027,3047.004699,27.96188664,,38.46400369,,7.4,1,Arbys,arbys-york-4,27797,,,,,0.69,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"39.975045,-76.671766",7177551701,1172
12653,222494,283,1-717-840-0446,39.977489,-76.671928,"2801 E Market St, York, PA 17402",2801 E Market St Bldg B,Subway,Walmart Supercenter,4c61981f58810f47be2d051e,666,1281464351,2871.040301,23.19716654,,26.26225761,,6.3,1,Subway,a,27797,,,,,0.71,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.977489,-76.67192800000001",7178400446,754
12658,438624,241,1-717-318-5172,39.976258,-76.680981,"150 A Memory Lane, York, PA 17402",150 Memory Ln Ste A,Jimmy Johns,Jimmy John's,4c5422f0479fc928a3519d92,826,1280582384,2881.248252,28.66813019,,37.51846094,,6.3,1,Jimmy Johns,jimmy-johns-york,27797,,,,,0.8,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,798,"39.976258,-76.680981",7173185172,1081
12661,91881,158,1-717-751-4455,39.9763,-76.6669,"3000 E Market St, York, PA 17402-2501",3000 E Market St,Papa Johns Pizza,Papa John's Pizza,4bc878a08b7c9c745a2538cf,137,1271429280,2987.186956,4.586254627,,4.720159872,,6.8,1,Papa Johns Pizza,papa-johns-pizza-york,27797,,,,,0.86,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,791,"39.9763,-76.6669",7177514455,141
12667,201071,153,1-717-757-3026,39.989846,-76.675281,"2899 Whiteford Rd Unit 260, York, PA 17402",2899 Whiteford Rd,McDonalds,McDonald's - York Galleria,4b54cc1cf964a520eacc27e3,147,1263848476,3074.927743,4.78060014,,4.878163409,,5.8,1,McDonalds,mcdonalds-york-4,27797,,,,,0.92,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.989846,-76.67528100000001",7177573026,150
12668,222688,283,1-717-840-1387,39.989698,-76.674723,"2889 Whiteford Rd, York, PA 17402",whiteford pl,Subway,subway,521cd64211d2dd6ae1b8e784,14,1377621570,1758.109525,0.796309888,,0.910068444,,6.6,1,Subway,madhus-enterprises-york,27797,,,,,0.93,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.989698,-76.674723",7178401387,16
12684,958776,130,1-717-757-7171,39.976233,-76.670156,"2801 E Market St, York, PA 17402",2801 E Market St,Chick-Fil-A,Chick-fil-A,526927fc11d2d76b43d3ec40,833,1382623228,1700.219965,48.99366064,,195.0924038,,8.5,2,Chick-Fil-A,chick-fil-a-york-3,27797,,,,,1.21,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,796,"39.976233,-76.670156",7177577171,3317
12710,222559,283,1-717-840-1380,39.991116,-76.639374,"3943 E Market St, York, PA 17402",3943 E Market St,Subway,Subway,4e591cbaae6099fc00c2e5de,253,1314462906,2489.112581,10.16426504,,17.87785749,,7.1,1,Subway,subway-york-13,27797,,,,,1.92,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.991116,-76.639374",7178401380,445
12712,242345,153,1-717-757-9655,39.992684,-76.636714,"4015 E Market St, York, PA 17402",4015 E Market St,McDonalds,McDonald's,4b4916ecf964a5206d6526e3,1401,1263081196,3083.808299,45.43083954,,73.90212942,,5.4,1,McDonalds,mcdonalds-york-6,27797,,,,,2.02,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.992684000000004,-76.636714",7177579655,2279
12720,433839,267,1-717-885-5203,39.98454,-76.72632,"303 Arsenal Road, York, PA 17402",303 Arsenal Rd,Qdoba,Qdoba Mexican Grill,51912720abd849e804ab7d9d,579,1368467232,1864.062512,31.06119008,,48.60352023,,8.1,2,Qdoba,qdoba-mexican-eats-york,27798,,,,,0.06,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,837,"39.98454,-76.72632",7178855203,906
12737,223203,283,1-717-854-7199,39.962995,-76.728254,"18 N George St, York, PA 17401",18 N. George St,Subway,Subway,4bc32ba7920eb7131c081d2c,329,1271081895,2991.207616,10.99890219,,12.63703656,,7.2,1,Subway,subway-york-14,27798,,,,,0.9,S,South,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.962995,-76.728254",7178547199,378
12744,200899,153,1-717-846-1021,39.959893,-76.726898,"142 S George St, York, PA 17401",142 S George St,McDonalds,McDonald's,4c34a1a33896e21e99d5eb90,658,1278517667,2905.14544,22.64946846,,49.91144265,,4.9,1,McDonalds,mcdonalds-york-17,27798,,,,,1.03,S,South,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.959893,-76.72689799999999",7178461021,1450
12758,200767,153,1-717-699-4600,39.983709,-76.736584,"60 Arsenal Rd, York, PA 17405",60 Arsenal Rd,McDonalds,McDonald's,4b4b4235f964a520c79526e3,2024,1263223349,3082.163009,65.66816855,,107.1325556,,5,1,McDonalds,mcdonalds-york-7,27799,,,,,0.22,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.983709000000005,-76.736584",7176994600,3302
12760,214160,173,1-717-848-6071,39.983544,-76.737264,"60 W 11th Ave, York, PA 17404",60 W 11th Ave,Wendys,Wendy's,4bb523cb2f70c9b616cc8330,972,1270162379,3001.850162,32.38003057,,43.60644034,,5.6,1,Wendys,wendys-york-4,27799,,,,,0.24,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"39.983544,-76.737264",7178486071,1309
12761,105863,170,-,39.98541,-76.73819,"1800 Susquehanna Trail, York, PA 17404",1800 N Susquehanna Trl (at US-30),Taco Bell,Taco Bell,4b46e26af964a520482926e3,1346,1262936682,3085.480914,43.62366961,,67.2504565,,5.5,1,Taco Bell,taco-bell-york-10,27799,,,,,0.28,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,781,"39.985409999999995,-76.73819",,2075
12762,223527,283,1-717-843-5738,39.984287,-76.73912,"351 Loucks Rd, York, PA 17404",345 Loucks Rd,Subway,Subway,4c25296f905a0f47a7076160,723,1277503855,2916.879375,24.78676377,,41.07129044,,7.8,1,Subway,a,27799,,,,,0.3,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.984287,-76.73912",7178435738,1198
12766,815767,121,1-717-845-1815,39.983423,-76.741388,"409 Loucks Rd, York, PA 17404",409 Loucks Rd,Arbys,Arby's,4ba171d1f964a520a5b737e3,1025,1268871633,3016.789352,33.97651876,,50.15265647,,5.8,1,Arbys,arbys-york,27799,,,,,0.38,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"39.983422999999995,-76.741388",7178451815,1513
12769,190963,127,1-717-848-6097,39.981496,-76.743616,"490 Loucks Road, York, PA 17404-1728",490 Loucks Rd (Breezeview Dr),Burger King,Burger King,4ba576acf964a520bd0939e3,902,1269135020,3013.740891,29.9295803,,36.23403734,,5.2,1,Burger King,burger-king-york-6,27799,,,,,0.46,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"39.981496,-76.743616",7178486097,1092
12775,122826,151,1-717-848-3830,39.979605,-76.752555,"908 Loucks Road, York, PA 17404",908 Loucks Rd (at Fairlane Dr),KFC,KFC,4b9594fbf964a520a3aa34e3,741,1268094203,3025.787384,24.48949334,,42.96402341,,5.4,1,KFC,kfc-york-7,27799,,,,,0.77,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,786,"39.979605,-76.752555",7178483830,1300
12804,1059919,241,1-717-430-6858,39.978867,-76.754738,"970 Loucks Rd, York, PA 17404",970 Loucks Rd,Jimmy Johns,Jimmy John's,5352b1bd498e9d1f4f210aa8,156,1397928381,1523.076991,10.24242379,,19.76262538,,6.8,1,Jimmy Johns,mission-bbq-york-2,27799,,,,,1.36,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,798,"39.978867,-76.754738",7174306858,301
12818,214214,173,1-717-854-3465,39.964532,-76.768089,"1201 Carlisle Rd, York, PA 17404",1201 Carlisle Rd,Wendys,Wendy's,4b86e8b1f964a5205ca531e3,914,1267132593,3036.91713,30.0963102,,45.14446531,,5.8,1,Wendys,wendys-york,27799,,,,,1.51,SW,Southwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"39.964532,-76.768089",7178543465,1371
12820,190939,127,1-717-843-2579,39.963517,-76.767904,"2199 White Street, York, PA 17404-4942",2199 White St (Carlisle Road (Route 74)),Burger King,Burger King,4bb7d51f7421a593a322c140,928,1270338847,2999.807708,30.9353162,,55.20353839,,6.2,2,Burger King,burger-king-york-8,27799,,,,,1.53,SW,Southwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"39.963516999999996,-76.767904",7178432579,1656
12821,223398,283,1-717-846-7999,39.962963,-76.767242,"2186 White St, York, PA 17404",2186 White St,Subway,Subway,4b60de30f964a520a6fe29e3,237,1264639536,3065.771956,7.730516275,,7.795752699,,6.3,1,Subway,subway-york-12,27799,,,,,1.53,SW,Southwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.962963,-76.76724200000001",7178467999,239
12822,543788,170,-,39.96287,-76.76739,"2189 White St, York, PA 17404",2189 White St,Taco Bell,Taco Bell,4b5defe8f964a520d47429e3,822,1264447464,3067.995012,26.79274239,,36.96225045,,6.3,1,Taco Bell,taco-bell-york-5,27799,,,,,1.53,SW,Southwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,781,"39.96287,-76.76739",,1134
12825,201250,153,1-717-764-8923,39.968774,-76.772414,"Rt 30 & 74th Wm 2205, York, PA 17404","1800 Loucks Rd, #100 (at Walmart)",McDonalds,McDonald's,4b5bb549f964a520531129e3,155,1264301385,3069.685741,5.049376812,,5.049376812,,5.8,1,McDonalds,mcdonalds-york-3,27799,,,,,1.54,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.968773999999996,-76.772414",7177648923,155
12832,411390,158,1-717-854-9393,39.96273,-76.77179,"2148A White St, York, PA 17404-4900",2148A White St,Papa Johns Pizza,Papa John's Pizza,4bc87aac8b7c9c742c2938cf,149,1271429804,2987.180891,4.987980488,,5.021456867,,6.5,1,Papa Johns Pizza,papa-johns-pizza-york-3,27799,,,,,1.65,SW,Southwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,791,"39.96273,-76.77179",7178549393,150
12838,201195,153,1-717-767-1381,39.96623,-76.775983,"York Crossing Dr, Shiloh, PA 17404",930 Carlisle Rd,McDonalds,McDonald's,4c5c99d885a1e21ebf2a5711,1624,1281137112,2874.827789,56.49034026,,104.7714931,,6.4,1,McDonalds,mcdonalds-york-21,27799,,,,,1.7,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.966229999999996,-76.775983",7177671381,3012
12840,471045,1007,1-717-650-1585,39.96542,-76.77628,"York Crossing Drive Space G, York, PA 17408",2165 York Crossing Dr,Little Caesars,Little Caesars,4c7462772db5236a2549ba79,719,1282695799,2856.787431,25.1681309,,35.03935887,,5.9,1,Little Caesars,little-caesars-york,27799,,,,,1.72,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,788,"39.96542,-76.77628",7176501585,1001
12844,223333,283,1-717-747-1107,39.953365,-76.766664,"1781 W. Market Street, York, PA 17404",1781 W Market St,Subway,Subway,4ea341507ee52a35dd4284be,168,1319321936,2432.873808,6.905413649,,15.74269897,,6.3,1,Subway,a,27799,,,,,1.79,SW,Southwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.953365000000005,-76.766664",7177471107,383
12872,223592,283,1-717-767-5301,39.979306,-76.799821,"2323 Carlisle Rd, York, PA 17404",2323 Carlisle Rd,Subway,Subway,4cb852a34352a1cd8e8884f5,290,1287148195,2805.255069,10.33774088,,12.58352596,,6.9,1,Subway,subway-york-3,27800,,,,,2.24,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"39.979306,-76.799821",7177675301,353
12880,201221,153,1-717-767-2594,39.983909,-76.822219,"3141 Carlisle Rd, Dover, PA 17406",3141 Carlisle Rd (Alta Vista Road),McDonalds,McDonald's,4b587aa0f964a520bc5928e3,3430,1264089760,3072.135104,111.6487356,,144.7201978,,5.6,1,McDonalds,mcdonalds-dover-2,27800,,,,,2.93,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"39.983909000000004,-76.82221899999999",7177672594,4446
12892,223657,283,1-717-266-0182,40.042013,-76.726505,"225 Glen Drive, Manchester, PA 17345",4193 N George Street Ext,Subway,Subway,4c4085cace54e21e339e091a,674,1279296970,2896.125729,23.27247029,,24.89532801,,7.1,2,Subway,subway-manchester-31,54695,,,,,0.99,NE,Northeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.042013,-76.726505",7172660182,721
